time_s,mode,temp_c,raw_adc,resistance_ohm,target_c,error,pid_output,cooling_pwm,algae_pump,waste_pump,peltier,algae_od,algae_cells,Am,Aa,Wm,Wa
558,auto,20.824,2239.6,12070.7,17.5,3.324,100.0,1023,0,0,1,-0.4757,0,0.5218,0.6371,0.0173,0.0
560,auto,20.853,2238.2,12054.7,17.5,3.353,100.0,1023,0,0,1,-0.4757,0,0.5216,0.6372,0.0174,0.0
563,auto,20.821,2239.8,12072.5,17.5,3.321,100.0,1023,0,0,1,-0.4757,0,0.5215,0.6372,0.0175,0.0
565,auto,20.686,2246.0,12147.1,17.5,3.186,100.0,1023,0,0,1,-0.4757,0,0.5214,0.6372,0.0175,0.0
567,auto,20.978,2232.4,11986.0,17.5,3.478,100.0,1023,0,0,1,-0.4757,0,0.5213,0.6372,0.0176,0.0
569,auto,20.702,2245.2,12138.1,17.5,3.202,100.0,1023,0,0,1,-0.4757,0,0.5212,0.6372,0.0177,0.0
572,auto,20.671,2246.7,12155.5,17.5,3.171,100.0,1023,0,0,1,-0.4757,0,0.521,0.6372,0.0178,0.0
574,auto,20.604,2249.8,12192.7,17.5,3.104,100.0,1023,0,0,1,-0.4757,0,0.5209,0.6372,0.0178,0.0
576,auto,20.704,2245.2,12136.9,17.5,3.204,100.0,1023,0,0,1,-0.4757,0,0.5208,0.6373,0.0179,0.0
579,auto,20.81,2240.2,12078.4,17.5,3.31,100.0,1023,0,0,1,-0.4757,0,0.5207,0.6373,0.018,0.0
581,auto,20.943,2234.1,12005.5,17.5,3.443,100.0,1023,0,0,1,-0.4757,0,0.5206,0.6373,0.018,0.0
583,auto,20.814,2240.0,12076.1,17.5,3.314,100.0,1023,0,0,1,-0.4766,0,0.5204,0.6373,0.0181,0.0
587,auto,20.796,2240.9,12086.2,17.5,3.296,100.0,1023,0,0,1,-0.4766,0,0.5203,0.6373,0.0182,0.0
589,auto,20.841,2238.8,12061.2,17.5,3.341,100.0,1023,0,0,1,-0.4766,0,0.5202,0.6373,0.0183,0.0
591,auto,20.788,2241.2,12090.4,17.5,3.288,100.0,1023,0,0,1,-0.4766,0,0.52,0.6374,0.0184,0.0
594,auto,20.664,2247.0,12159.1,17.5,3.164,100.0,1023,0,0,1,-0.4766,0,0.5199,0.6374,0.0184,0.0
598,auto,21.25,2219.8,11838.3,17.5,3.75,100.0,1023,0,0,1,-0.4766,0,0.5197,0.6374,0.0185,0.0
600,auto,20.746,2243.2,12113.6,17.5,3.246,100.0,1023,0,0,1,-0.4766,0,0.5196,0.6374,0.0186,0.0
602,auto,20.807,2240.4,12080.2,17.5,3.307,100.0,1023,0,0,1,-0.4766,0,0.5195,0.6374,0.0187,0.0
604,auto,20.631,2248.6,12177.7,17.5,3.131,100.0,1023,0,0,1,-0.4766,0,0.5194,0.6374,0.0188,0.0
607,auto,20.778,2241.8,12096.3,17.5,3.278,100.0,1023,0,0,1,-0.4766,0,0.5193,0.6374,0.0188,0.0
609,auto,20.727,2244.1,12124.4,17.5,3.227,100.0,1023,0,0,1,-0.4766,0,0.5192,0.6375,0.0189,0.0
611,auto,20.89,2236.5,12034.2,17.5,3.39,100.0,1023,0,0,1,-0.4766,0,0.5191,0.6375,0.0189,0.0
613,auto,20.749,2243.1,12112.4,17.5,3.249,100.0,1023,0,0,1,-0.4766,0,0.519,0.6375,0.019,0.0
616,auto,20.829,2239.4,12067.7,17.5,3.329,100.0,1023,0,0,1,-0.4765,0,0.5188,0.6375,0.0191,0.0
619,auto,20.774,2241.9,12098.1,17.5,3.274,100.0,1023,0,0,1,-0.4765,0,0.5187,0.6375,0.0192,0.0
621,auto,20.65,2247.6,12166.9,17.5,3.15,100.0,1023,0,0,1,-0.4765,0,0.5186,0.6375,0.0192,0.0
623,auto,20.583,2250.8,12204.8,17.5,3.083,100.0,1023,0,0,1,-0.4765,0,0.5184,0.6376,0.0193,0.0
626,auto,20.829,2239.4,12067.7,17.5,3.329,100.0,1023,0,0,1,-0.4765,0,0.5183,0.6376,0.0194,0.0
628,auto,20.839,2238.9,12062.4,17.5,3.339,100.0,1023,0,0,1,-0.4765,0,0.5182,0.6376,0.0195,0.0
630,auto,20.841,2238.8,12061.2,17.5,3.341,100.0,1023,0,0,1,-0.4765,0,0.5181,0.6376,0.0195,0.0
632,auto,20.683,2246.2,12148.9,17.5,3.183,100.0,1023,0,0,1,-0.4765,0,0.518,0.6376,0.0196,0.0
634,auto,20.549,2252.4,12223.4,17.5,3.049,100.0,1023,0,0,1,-0.4765,0,0.5179,0.6376,0.0197,0.0
637,auto,20.636,2248.3,12174.7,17.5,3.136,100.0,1023,0,0,1,-0.4765,0,0.5178,0.6376,0.0197,0.0
639,auto,20.663,2247.0,12159.7,17.5,3.163,100.0,1023,0,0,1,-0.4765,0,0.5177,0.6376,0.0198,0.0
641,auto,20.767,2242.2,12102.3,17.5,3.267,100.0,1023,0,0,1,-0.4765,0,0.5176,0.6377,0.0198,0.0
643,auto,20.724,2244.2,12126.2,17.5,3.224,100.0,1023,0,0,1,-0.4765,0,0.5174,0.6377,0.0199,0.0
646,auto,20.897,2236.2,12030.3,17.5,3.397,100.0,1023,0,0,1,-0.4765,0,0.5173,0.6377,0.02,0.0
648,auto,20.851,2238.4,12055.9,17.5,3.351,100.0,1023,0,0,1,-0.4764,0,0.5172,0.6377,0.0201,0.0
651,auto,20.936,2234.4,12009.0,17.5,3.436,100.0,1023,0,0,1,-0.4764,0,0.5171,0.6377,0.0202,0.0
653,manual,20.691,2245.8,12144.1,17.5,0.0,100.0,1023,0,0,1,-0.4764,0,0.5171,0.6377,0.0202,0.0
655,manual,20.701,2245.3,12138.7,17.5,0.0,100.0,0,0,0,1,-0.4764,0,0.5171,0.6377,0.0202,0.0
658,manual,20.785,2241.4,12092.1,17.5,0.0,100.0,0,0,0,1,-0.4764,0,0.5171,0.6377,0.0202,0.0
660,manual,20.66,2247.2,12161.5,17.5,0.0,100.0,0,0,1,1,-0.4764,0,0.5171,0.6377,0.0202,0.0
662,manual,20.612,2249.4,12188.5,17.5,0.0,100.0,0,0,1,1,-0.4764,0,0.5171,0.6377,0.0202,0.0
665,manual,20.326,2262.7,12349.0,17.5,0.0,100.0,0,0,1,1,-0.4764,0,0.5171,0.6377,0.0202,0.0
667,manual,20.446,2257.2,12281.5,17.5,0.0,100.0,0,0,0,1,-0.4764,0,0.5171,0.6377,0.0202,0.0
669,manual,20.894,2236.4,12032.1,17.5,0.0,100.0,0,0,0,1,-0.4764,0,0.5171,0.6377,0.0202,0.0
671,auto,20.825,2239.6,12070.1,17.5,3.325,100.0,1023,0,0,1,-0.4764,0,0.516,0.6379,0.0208,0.0
674,auto,20.563,2251.7,12215.6,17.5,3.063,100.0,1023,0,0,1,-0.4764,0,0.5159,0.6379,0.0208,0.0
676,auto,20.847,2238.6,12058.2,17.5,3.347,100.0,1023,0,0,1,-0.4764,0,0.5158,0.6379,0.0209,0.0
678,auto,20.825,2239.6,12070.1,17.5,3.325,100.0,1023,0,0,1,-0.4764,0,0.5157,0.6379,0.021,0.0
680,auto,20.77,2242.1,12100.5,17.5,3.27,100.0,1023,0,0,1,-0.4762,0,0.5155,0.6379,0.0211,0.0
684,auto,20.814,2240.0,12076.1,17.5,3.314,100.0,1023,0,0,1,-0.4762,0,0.5154,0.6379,0.0211,0.0
687,auto,20.966,2233.0,11992.5,17.5,3.466,100.0,1023,0,0,1,-0.4762,0,0.5153,0.6379,0.0212,0.0
689,auto,20.628,2248.7,12179.5,17.5,3.128,100.0,1023,0,0,1,-0.4762,0,0.5152,0.638,0.0213,0.0
692,auto,20.704,2245.2,12136.9,17.5,3.204,100.0,1023,0,0,1,-0.4762,0,0.515,0.638,0.0214,0.0
694,auto,20.522,2253.6,12238.5,17.5,3.022,100.0,1023,0,0,1,-0.4762,0,0.5149,0.638,0.0214,0.0
697,auto,20.874,2237.3,12043.4,17.5,3.374,100.0,1023,0,0,1,-0.4762,0,0.5148,0.638,0.0215,0.0
699,auto,20.698,2245.4,12140.5,17.5,3.198,100.0,1023,0,0,1,-0.4762,0,0.5147,0.638,0.0216,0.0
702,auto,20.756,2242.8,12108.2,17.5,3.256,100.0,1023,0,0,1,-0.4762,0,0.5145,0.638,0.0217,0.0
704,auto,20.431,2257.8,12290.0,17.5,2.931,100.0,1023,0,0,1,-0.4762,0,0.5144,0.6381,0.0217,0.0
706,auto,20.526,2253.4,12236.7,17.5,3.026,100.0,1023,0,0,1,-0.4762,0,0.5143,0.6381,0.0218,0.0
708,auto,20.695,2245.6,12142.3,17.5,3.195,100.0,1023,0,0,1,-0.4762,0,0.5142,0.6381,0.0219,0.0
711,auto,20.841,2238.8,12061.2,17.5,3.341,100.0,1023,0,0,1,-0.4762,0,0.5141,0.6381,0.022,0.0
713,auto,20.646,2247.8,12169.3,17.5,3.146,100.0,1023,0,0,1,-0.4768,0,0.5139,0.6381,0.022,0.0
716,auto,20.509,2254.2,12245.8,17.5,3.009,100.0,1023,0,0,1,-0.4768,0,0.5138,0.6381,0.0221,0.0
719,auto,20.697,2245.5,12141.1,17.5,3.197,100.0,1023,0,0,1,-0.4768,0,0.5136,0.6382,0.0222,0.0
722,auto,20.847,2238.6,12058.2,17.5,3.347,100.0,1023,0,0,1,-0.4768,0,0.5135,0.6382,0.0223,0.0
724,auto,20.756,2242.8,12108.2,17.5,3.256,100.0,1023,0,0,1,-0.4768,0,0.5134,0.6382,0.0223,0.0
726,auto,20.393,2259.6,12311.2,17.5,2.893,100.0,1023,0,0,1,-0.4768,0,0.5133,0.6382,0.0224,0.0
729,auto,20.938,2234.3,12007.8,17.5,3.438,100.0,1023,0,0,1,-0.4768,0,0.5132,0.6382,0.0225,0.0
731,auto,20.705,2245.1,12136.3,17.5,3.205,100.0,1023,0,0,1,-0.4768,0,0.5131,0.6382,0.0226,0.0
733,auto,20.68,2246.3,12150.7,17.5,3.18,100.0,1023,0,0,1,-0.4768,0,0.513,0.6382,0.0226,0.0
735,auto,20.707,2245.0,12135.7,17.5,3.207,100.0,1023,0,0,1,-0.4768,0,0.5129,0.6382,0.0227,0.0
737,auto,20.657,2247.4,12163.3,17.5,3.157,100.0,1023,0,0,1,-0.4768,0,0.5128,0.6383,0.0227,0.0
740,auto,20.796,2240.9,12086.2,17.5,3.296,100.0,1023,0,0,1,-0.4768,0,0.5126,0.6383,0.0228,0.0
742,auto,20.837,2239.0,12063.6,17.5,3.337,100.0,1023,0,0,1,-0.4768,0,0.5125,0.6383,0.0229,0.0
744,auto,20.683,2246.2,12148.9,17.5,3.183,100.0,1023,0,0,1,-0.4771,0,0.5124,0.6383,0.023,0.0
747,auto,20.675,2246.5,12153.1,17.5,3.175,100.0,1023,0,0,1,-0.4771,0,0.5123,0.6383,0.023,0.0
749,auto,20.744,2243.3,12114.8,17.5,3.244,100.0,1023,0,0,1,-0.4771,0,0.5122,0.6383,0.0231,0.0
752,auto,20.497,2254.8,12252.4,17.5,2.997,100.0,1023,0,0,1,-0.4771,0,0.512,0.6383,0.0232,0.0
754,auto,20.648,2247.8,12168.1,17.5,3.148,100.0,1023,0,0,1,-0.4771,0,0.5119,0.6384,0.0232,0.0
756,auto,20.752,2243.0,12110.6,17.5,3.252,100.0,1023,0,0,1,-0.4771,0,0.5118,0.6384,0.0233,0.0
758,auto,20.594,2250.2,12198.1,17.5,3.094,100.0,1023,0,0,1,-0.4771,0,0.5117,0.6384,0.0234,0.0
761,auto,20.707,2245.0,12135.7,17.5,3.207,100.0,1023,0,0,1,-0.4771,0,0.5116,0.6384,0.0235,0.0
763,auto,20.631,2248.6,12177.7,17.5,3.131,100.0,1023,0,0,1,-0.4771,0,0.5115,0.6384,0.0235,0.0
765,auto,20.544,2252.6,12226.4,17.5,3.044,100.0,1023,0,0,1,-0.4771,0,0.5114,0.6384,0.0236,0.0
767,auto,20.975,2232.6,11987.8,17.5,3.475,100.0,1023,0,0,1,-0.4771,0,0.5113,0.6384,0.0236,0.0
769,auto,20.793,2241.0,12088.0,17.5,3.293,100.0,1023,0,0,1,-0.4771,0,0.5111,0.6385,0.0237,0.0
772,auto,20.536,2253.0,12230.7,17.5,3.036,100.0,1023,0,0,1,-0.4771,0,0.511,0.6385,0.0238,0.0
774,auto,20.438,2257.5,12285.7,17.5,2.938,100.0,1023,0,0,1,-0.4771,0,0.5109,0.6385,0.0238,0.0
776,auto,20.69,2245.8,12144.7,17.5,3.19,100.0,1023,0,0,1,-0.4758,0,0.5108,0.6385,0.0239,0.0
780,auto,20.745,2243.2,12114.2,17.5,3.245,100.0,1023,0,0,1,-0.4758,0,0.5106,0.6385,0.024,0.0
782,auto,20.666,2247.0,12158.5,17.5,3.166,100.0,1023,0,0,1,-0.4758,0,0.5105,0.6385,0.0241,0.0
784,auto,20.39,2259.8,12313.0,17.5,2.89,100.0,1023,0,0,1,-0.4758,0,0.5104,0.6385,0.0241,0.0
787,auto,20.685,2246.0,12147.7,17.5,3.185,100.0,1023,0,0,1,-0.4758,0,0.5103,0.6386,0.0242,0.0
789,auto,20.478,2255.6,12263.3,17.5,2.978,100.0,1023,0,0,1,-0.4758,0,0.5102,0.6386,0.0243,0.0
791,auto,20.67,2246.8,12156.1,17.5,3.17,100.0,1023,0,0,1,-0.4758,0,0.5101,0.6386,0.0243,0.0
793,auto,20.857,2238.0,12052.3,17.5,3.357,100.0,1023,0,0,1,-0.4758,0,0.51,0.6386,0.0244,0.0
795,auto,20.919,2235.2,12018.5,17.5,3.419,100.0,1023,0,0,1,-0.4758,0,0.5098,0.6386,0.0245,0.0
798,auto,20.776,2241.8,12097.5,17.5,3.276,100.0,1023,0,0,1,-0.4758,0,0.5097,0.6386,0.0246,0.0
800,auto,20.787,2241.3,12091.0,17.5,3.287,100.0,1023,0,0,1,-0.4758,0,0.5096,0.6386,0.0246,0.0
802,auto,20.616,2249.2,12186.1,17.5,3.116,100.0,1023,0,0,1,-0.4758,0,0.5095,0.6387,0.0247,0.0
804,auto,21.089,2227.3,11925.4,17.5,3.589,100.0,1023,0,0,1,-0.4758,0,0.5094,0.6387,0.0247,0.0
807,auto,20.815,2240.0,12075.5,17.5,3.315,100.0,1023,0,0,1,-0.476,0,0.5092,0.6387,0.0249,0.0
810,auto,20.804,2240.6,12082.0,17.5,3.304,100.0,1023,0,0,1,-0.476,0,0.5091,0.6387,0.0249,0.0
813,auto,20.564,2251.6,12215.0,17.5,3.064,100.0,1023,0,0,1,-0.476,0,0.509,0.6387,0.025,0.0
815,auto,20.661,2247.2,12160.9,17.5,3.161,100.0,1023,0,0,1,-0.476,0,0.5089,0.6387,0.0251,0.0
817,auto,20.512,2254.1,12244.6,17.5,3.012,100.0,1023,0,0,1,-0.476,0,0.5088,0.6388,0.0251,0.0
819,auto,20.774,2241.9,12098.1,17.5,3.274,100.0,1023,0,0,1,-0.476,0,0.5087,0.6388,0.0252,0.0
822,auto,20.721,2244.4,12128.0,17.5,3.221,100.0,1023,0,0,1,-0.476,0,0.5085,0.6388,0.0253,0.0
824,auto,20.608,2249.6,12190.3,17.5,3.108,100.0,1023,0,0,1,-0.476,0,0.5084,0.6388,0.0253,0.0
827,auto,20.704,2245.2,12136.9,17.5,3.204,100.0,1023,0,0,1,-0.476,0,0.5083,0.6388,0.0254,0.0
829,auto,20.718,2244.5,12129.2,17.5,3.218,100.0,1023,0,0,1,-0.476,0,0.5082,0.6388,0.0255,0.0
832,auto,20.751,2243.0,12111.2,17.5,3.251,100.0,1023,0,0,1,-0.476,0,0.508,0.6388,0.0256,0.0
834,auto,20.531,2253.2,12233.7,17.5,3.031,100.0,1023,0,0,1,-0.476,0,0.5079,0.6389,0.0257,0.0
837,auto,20.759,2242.6,12106.5,17.5,3.259,100.0,1023,0,0,1,-0.476,0,0.5078,0.6389,0.0257,0.0
841,auto,20.578,2251.0,12207.2,17.5,3.078,100.0,1023,0,0,1,-0.4759,0,0.5075,0.6389,0.0259,0.0
844,auto,20.639,2248.2,12173.5,17.5,3.139,100.0,1023,0,0,1,-0.4759,0,0.5074,0.6389,0.0259,0.0
846,auto,20.768,2242.2,12101.7,17.5,3.268,100.0,1023,0,0,1,-0.4759,0,0.5073,0.6389,0.026,0.0
848,auto,20.439,2257.4,12285.1,17.5,2.939,100.0,1023,0,0,1,-0.4759,0,0.5072,0.639,0.0261,0.0
851,auto,20.88,2237.0,12039.8,17.5,3.38,100.0,1023,0,0,1,-0.4759,0,0.5071,0.639,0.0261,0.0
853,auto,20.601,2250.0,12194.5,17.5,3.101,100.0,1023,0,0,1,-0.4759,0,0.507,0.639,0.0262,0.0
855,auto,20.724,2244.2,12126.2,17.5,3.224,100.0,1023,0,0,1,-0.4759,0,0.5069,0.639,0.0262,0.0
857,auto,20.617,2249.2,12185.5,17.5,3.117,100.0,1023,0,0,1,-0.4759,0,0.5068,0.639,0.0263,0.0
859,auto,20.34,2262.0,12341.0,17.5,2.84,100.0,1023,0,0,1,-0.4759,0,0.5067,0.639,0.0264,0.0
862,auto,20.768,2242.2,12101.7,17.5,3.268,100.0,1023,0,0,1,-0.4759,0,0.5066,0.639,0.0265,0.0
864,auto,20.675,2246.5,12153.1,17.5,3.175,100.0,1023,0,0,1,-0.4759,0,0.5065,0.639,0.0265,0.0
866,auto,20.758,2242.6,12107.1,17.5,3.258,100.0,1023,0,0,1,-0.4759,0,0.5064,0.6391,0.0266,0.0
868,auto,20.615,2249.3,12186.7,17.5,3.115,100.0,1023,0,0,1,-0.4759,0,0.5063,0.6391,0.0266,0.0
870,auto,20.443,2257.3,12283.3,17.5,2.943,100.0,1023,0,0,1,-0.4759,0,0.5061,0.6391,0.0267,0.0
873,auto,20.577,2251.0,12207.8,17.5,3.077,100.0,1023,0,0,1,-0.4768,0,0.506,0.6391,0.0268,0.0
876,auto,20.585,2250.7,12203.5,17.5,3.085,100.0,1023,0,0,1,-0.4768,0,0.5059,0.6391,0.0269,0.0
878,auto,20.573,2251.2,12210.2,17.5,3.073,100.0,1023,0,0,1,-0.4768,0,0.5058,0.6391,0.0269,0.0
880,auto,20.528,2253.4,12235.5,17.5,3.028,100.0,1023,0,0,1,-0.4768,0,0.5057,0.6391,0.027,0.0
882,auto,20.672,2246.6,12154.9,17.5,3.172,100.0,1023,0,0,1,-0.4768,0,0.5055,0.6392,0.0271,0.0
885,auto,20.698,2245.4,12140.5,17.5,3.198,100.0,1023,0,0,1,-0.4768,0,0.5054,0.6392,0.0271,0.0
887,auto,20.476,2255.8,12264.5,17.5,2.976,100.0,1023,0,0,1,-0.4768,0,0.5053,0.6392,0.0272,0.0
889,auto,20.402,2259.2,12306.4,17.5,2.902,100.0,1023,0,0,1,-0.4768,0,0.5052,0.6392,0.0272,0.0
891,auto,20.658,2247.3,12162.7,17.5,3.158,100.0,1023,0,0,1,-0.4768,0,0.5051,0.6392,0.0273,0.0
894,auto,20.644,2248.0,12170.5,17.5,3.144,100.0,1023,0,0,1,-0.4768,0,0.505,0.6392,0.0274,0.0
896,auto,20.698,2245.4,12140.5,17.5,3.198,100.0,1023,0,0,1,-0.4768,0,0.5049,0.6392,0.0275,0.0
898,auto,20.676,2246.4,12152.5,17.5,3.176,100.0,1023,0,0,1,-0.4768,0,0.5048,0.6393,0.0275,0.0
900,auto,20.589,2250.5,12201.1,17.5,3.089,100.0,1023,0,0,1,-0.4768,0,0.5046,0.6393,0.0276,0.0
903,auto,20.584,2250.8,12204.1,17.5,3.084,100.0,1023,0,0,1,-0.4768,0,0.5045,0.6393,0.0277,0.0
905,auto,20.556,2252.0,12219.8,17.5,3.056,100.0,1023,0,0,1,-0.4772,0,0.5044,0.6393,0.0277,0.0
908,auto,20.787,2241.3,12091.0,17.5,3.287,100.0,1023,0,0,1,-0.4772,0,0.5043,0.6393,0.0278,0.0
910,auto,20.479,2255.6,12262.7,17.5,2.979,100.0,1023,0,0,1,-0.4772,0,0.5042,0.6393,0.0279,0.0
913,auto,20.636,2248.3,12174.7,17.5,3.136,100.0,1023,0,0,1,-0.4772,0,0.5041,0.6394,0.028,0.0
915,auto,20.772,2242.0,12099.3,17.5,3.272,100.0,1023,0,0,1,-0.4772,0,0.504,0.6394,0.028,0.0
917,auto,20.527,2253.4,12236.1,17.5,3.027,100.0,1023,0,0,1,-0.4772,0,0.5039,0.6394,0.0281,0.0
919,auto,20.598,2250.1,12196.3,17.5,3.098,100.0,1023,0,0,1,-0.4772,0,0.5038,0.6394,0.0281,0.0
922,auto,20.666,2247.0,12158.5,17.5,3.166,100.0,1023,0,0,1,-0.4772,0,0.5036,0.6394,0.0282,0.0
924,auto,20.647,2247.8,12168.7,17.5,3.147,100.0,1023,0,0,1,-0.4772,0,0.5035,0.6394,0.0283,0.0
926,auto,20.507,2254.3,12247.0,17.5,3.007,100.0,1023,0,0,1,-0.4772,0,0.5034,0.6394,0.0283,0.0
928,auto,20.699,2245.4,12139.9,17.5,3.199,100.0,1023,0,0,1,-0.4772,0,0.5033,0.6394,0.0284,0.0
930,auto,20.699,2245.4,12139.9,17.5,3.199,100.0,1023,0,0,1,-0.4772,0,0.5032,0.6395,0.0285,0.0
933,auto,20.578,2251.0,12207.2,17.5,3.078,100.0,1023,0,0,1,-0.4772,0,0.5031,0.6395,0.0285,0.0
935,auto,20.546,2252.5,12225.2,17.5,3.046,100.0,1023,0,0,1,-0.4772,0,0.503,0.6395,0.0286,0.0
937,auto,20.466,2256.2,12270.0,17.5,2.966,100.0,1023,0,0,1,-0.4777,0,0.5028,0.6395,0.0287,0.0
940,auto,20.629,2248.6,12178.9,17.5,3.129,100.0,1023,0,0,1,-0.4777,0,0.5027,0.6395,0.0287,0.0
